person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_to_income_ratio
23.0,61200.0,RENT,7.0,PERSONAL,B,3000,12.42,0,0.05,N,2,0.04901880688224049
21.0,35000.0,OWN,3.0,EDUCATION,C,5000,14.27,0,0.14,Y,3,0.14285306134110454
24.0,62000.0,RENT,7.0,EDUCATION,B,3000,9.99,0,0.05,N,2,0.048386316349736294
23.0,56500.0,RENT,7.0,DEBTCONSOLIDATION,D,3000,14.84,1,0.05,Y,3,0.05309640537335623
23.0,57000.0,RENT,6.0,HOMEIMPROVEMENT,D,3000,14.59,1,0.05,N,2,0.052630655602533286
24.0,35000.0,OWN,1.0,HOMEIMPROVEMENT,D,7000,16.29,0,0.2,Y,4,0.19999428587754636
24.0,35000.0,MORTGAGE,2.0,HOMEIMPROVEMENT,A,7500,7.9,0,0.21,N,3,0.2142795920116568
22.0,58170.0,RENT,1.0,EDUCATION,A,3000,9.07,1,0.05,N,2,0.051572089185332896
23.0,58800.0,RENT,7.0,PERSONAL,B,3000,10.36,1,0.05,N,4,0.05101954048400537
22.0,58992.0,RENT,0.0,MEDICAL,C,3000,12.84,1,0.05,Y,3,0.05085349109216348
25.0,65000.0,RENT,1.0,HOMEIMPROVEMENT,A,3000,8.49,0,0.05,N,4,0.046153136105598375
24.0,35000.0,OWN,1.0,MEDICAL,A,10000,7.9,0,0.29,N,4,0.2857061226822091
22.0,65000.0,RENT,0.0,EDUCATION,A,3000,6.99,0,0.05,N,4,0.046153136105598375
22.0,35000.0,OWN,1.0,EDUCATION,B,8000,12.69,0,0.23,N,4,0.22856489814576728
26.0,65000.0,RENT,1.0,VENTURE,A,3000,5.79,0,0.05,N,2,0.046153136105598375
23.0,65004.0,RENT,4.0,EDUCATION,D,3000,14.84,0,0.05,N,3,0.04615029613106684
26.0,35000.0,MORTGAGE,10.0,PERSONAL,B,8000,12.69,0,0.23,N,3,0.22856489814576728
23.0,65004.0,RENT,0.0,VENTURE,C,3000,13.61,0,0.05,Y,3,0.04615029613106684
23.0,66000.0,RENT,3.0,EDUCATION,A,3000,5.99,0,0.05,N,2,0.045453856759746065
25.0,60000.0,RENT,3.0,MEDICAL,C,3000,13.47,1,0.05,Y,3,0.049999166680555325
23.0,67000.0,RENT,7.0,MEDICAL,B,3000,10.99,0,0.04,N,2,0.04477545111266996
23.0,35000.0,MORTGAGE,0.0,VENTURE,B,12000,12.42,0,0.34,N,3,0.3428473472186509
21.0,35000.0,OWN,5.0,VENTURE,B,8000,9.91,0,0.23,N,3,0.22856489814576728
22.0,35000.0,MORTGAGE,5.0,MEDICAL,A,5000,7.9,0,0.14,N,3,0.14285306134110454
26.0,67500.0,RENT,0.0,EDUCATION,B,3000,8.88,0,0.04,N,2,0.04444378601798492
26.0,67500.0,RENT,1.0,HOMEIMPROVEMENT,A,3000,9.32,0,0.04,N,4,0.04444378601798492
21.0,68000.0,RENT,3.0,PERSONAL,C,3000,11.78,0,0.04,N,2,0.04411699827943707
26.0,54400.0,RENT,2.0,MEDICAL,E,3000,19.42,1,0.05,N,2,0.0551460451094649
23.0,70000.0,RENT,1.0,VENTURE,C,3000,14.27,0,0.04,Y,2,0.04285653062099113
22.0,70000.0,RENT,2.0,PERSONAL,A,3000,7.29,0,0.04,N,4,0.04285653062099113
24.0,64000.0,RENT,7.0,DEBTCONSOLIDATION,D,3000,15.21,1,0.05,N,4,0.04687426758956891
24.0,35000.0,MORTGAGE,7.0,EDUCATION,A,15000,7.49,0,0.43,N,4,0.4285591840233136
22.0,35000.0,MORTGAGE,2.0,EDUCATION,A,6000,7.49,0,0.17,N,4,0.17142367360932545
22.0,71000.0,RENT,5.0,MEDICAL,C,3000,14.65,0,0.04,N,4,0.04225292601512655
26.0,35000.0,MORTGAGE,3.0,PERSONAL,B,7200,10.59,0,0.21,N,3,0.20570840833119053
23.0,72000.0,RENT,8.0,MEDICAL,B,3000,11.99,0,0.04,N,2,0.0416660879710004
23.0,72000.0,RENT,7.0,PERSONAL,A,3000,7.43,0,0.04,N,2,0.0416660879710004
26.0,72054.0,RENT,9.0,HOMEIMPROVEMENT,A,3000,7.29,0,0.04,N,2,0.04163486225799736
23.0,73000.0,RENT,2.0,VENTURE,B,3000,12.18,0,0.04,N,3,0.04109532746126766
22.0,35000.0,MORTGAGE,4.0,VENTURE,F,5000,21.36,0,0.14,Y,2,0.14285306134110454
23.0,74250.0,RENT,3.0,DEBTCONSOLIDATION,B,3000,11.99,0,0.04,N,4,0.04040349624920876
23.0,35000.0,MORTGAGE,7.0,EDUCATION,A,2100,5.42,0,0.06,N,3,0.05999828576326391
24.0,29000.0,MORTGAGE,1.0,MEDICAL,D,6000,15.62,1,0.21,N,3,0.20688941760628943
21.0,35000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,B,4800,10.99,0,0.14,N,3,0.13713893888746037
22.0,75000.0,RENT,4.0,EDUCATION,A,3000,8.9,0,0.04,N,2,0.039999466673777684
24.0,35000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,A,4800,5.42,0,0.14,N,3,0.13713893888746037
23.0,35000.0,MORTGAGE,4.0,VENTURE,A,3825,7.49,0,0.11,N,4,0.10928259192594497
23.0,77200.0,RENT,1.0,EDUCATION,B,3000,9.63,0,0.04,N,2,0.03885960026424528
25.0,77500.0,RENT,3.0,HOMEIMPROVEMENT,A,3000,6.54,0,0.04,N,4,0.038709177946091015
23.0,78000.0,RENT,5.0,VENTURE,D,3000,16.89,0,0.04,N,3,0.03846104537121319
22.0,78000.0,RENT,7.0,PERSONAL,A,3000,6.99,0,0.04,N,4,0.03846104537121319
22.0,78000.0,RENT,4.0,VENTURE,E,3000,16.32,0,0.04,N,2,0.03846104537121319
22.0,83000.0,RENT,4.0,EDUCATION,A,3000,9.63,0,0.04,N,3,0.03614414284165251
25.0,84000.0,RENT,9.0,DEBTCONSOLIDATION,A,3000,5.79,0,0.04,N,3,0.03571386054927918
25.0,67147.0,RENT,9.0,MEDICAL,D,3000,16.02,1,0.04,Y,4,0.04467742896288795
22.0,35000.0,MORTGAGE,7.0,PERSONAL,B,3500,11.49,0,0.1,N,3,0.09999714293877318
22.0,85000.0,RENT,5.0,EDUCATION,B,3000,10.99,0,0.04,N,2,0.03529370242703027
23.0,85000.0,RENT,5.0,VENTURE,A,3000,7.49,0,0.04,N,3,0.03529370242703027
24.0,89523.0,RENT,8.0,PERSONAL,B,3000,10.25,0,0.03,N,3,0.03351056699879362
23.0,35000.0,OWN,2.0,VENTURE,A,5500,5.42,0,0.16,N,2,0.157138367475215
25.0,35000.0,MORTGAGE,5.0,HOMEIMPROVEMENT,B,10000,11.99,0,0.29,N,4,0.2857061226822091
25.0,35000.0,MORTGAGE,6.0,PERSONAL,A,5000,5.99,0,0.14,N,4,0.14285306134110454
26.0,100000.0,RENT,3.0,DEBTCONSOLIDATION,C,3000,13.57,0,0.03,N,3,0.02999970000299997
24.0,100000.0,RENT,0.0,HOMEIMPROVEMENT,B,3000,9.76,0,0.03,N,3,0.02999970000299997
26.0,103000.0,RENT,4.0,PERSONAL,A,3000,7.88,0,0.03,N,4,0.029125930816205667
24.0,110000.0,RENT,8.0,VENTURE,A,3000,7.88,0,0.03,N,2,0.0272724793410969
21.0,35000.0,OWN,5.0,EDUCATION,A,4000,7.29,0,0.11,N,2,0.11428244907288364
23.0,110000.0,RENT,6.0,EDUCATION,C,3000,14.22,0,0.03,N,3,0.0272724793410969
24.0,115154.0,RENT,8.0,HOMEIMPROVEMENT,C,3000,14.27,0,0.03,N,2,0.02605184316790413
24.0,120390.0,RENT,8.0,HOMEIMPROVEMENT,A,3000,5.79,0,0.02,N,4,0.02491880622305654
24.0,35000.0,MORTGAGE,3.0,VENTURE,A,3600,6.92,0,0.1,N,2,0.10285420416559526
26.0,35000.0,OWN,1.0,VENTURE,B,5600,11.11,0,0.16,N,4,0.1599954287020371
21.0,35000.0,OWN,5.0,EDUCATION,C,6500,13.43,0,0.19,N,2,0.1857089797434359
24.0,125000.0,RENT,3.0,DEBTCONSOLIDATION,C,3000,14.72,0,0.02,Y,3,0.023999808001535988
22.0,35000.0,MORTGAGE,7.0,VENTURE,A,4000,7.29,0,0.11,N,2,0.11428244907288364
26.0,125000.0,RENT,10.0,MEDICAL,B,3000,12.21,0,0.02,N,4,0.023999808001535988
24.0,35000.0,MORTGAGE,8.0,VENTURE,B,2000,10.37,0,0.06,N,2,0.05714122453644182
24.0,142000.0,RENT,3.0,DEBTCONSOLIDATION,A,3000,7.88,0,0.02,N,2,0.021126611784424053
25.0,137400.0,RENT,4.0,EDUCATION,C,3000,13.06,1,0.02,N,2,0.021833902227785824
25.0,180000.0,RENT,2.0,VENTURE,B,3000,11.12,0,0.02,N,2,0.016666574074588474
25.0,17436.0,RENT,4.0,VENTURE,B,3025,11.49,1,0.17,N,2,0.17348167689396113
25.0,35000.0,OWN,3.0,EDUCATION,C,3600,13.43,0,0.1,N,3,0.10285420416559526
22.0,16800.0,RENT,1.0,EDUCATION,B,3050,9.91,1,0.18,N,3,0.18153681328492352
26.0,35000.0,OWN,4.0,PERSONAL,B,7200,11.11,0,0.21,N,4,0.20570840833119053
23.0,24000.0,RENT,0.0,MEDICAL,A,3050,7.49,0,0.13,N,4,0.12707803841506604
23.0,12000.0,RENT,2.0,PERSONAL,B,3075,10.37,1,0.26,N,2,0.2562286476126989
25.0,30000.0,RENT,1.0,EDUCATION,B,3075,10.59,0,0.1,N,2,0.10249658344721843
26.0,35000.0,MORTGAGE,0.0,MEDICAL,A,8000,5.42,0,0.23,N,2,0.22856489814576728
21.0,35000.0,MORTGAGE,5.0,MEDICAL,B,1500,9.63,0,0.04,N,4,0.04285591840233136
26.0,44000.0,RENT,0.0,MEDICAL,B,3075,10.99,0,0.07,N,3,0.06988477534601487
23.0,29000.0,OWN,4.0,MEDICAL,F,10000,18.62,1,0.34,Y,3,0.3448156960104824
25.0,20000.0,RENT,0.0,MEDICAL,B,3100,11.71,0,0.15,N,4,0.15499225038748063
26.0,35000.0,MORTGAGE,0.0,HOMEIMPROVEMENT,A,3800,6.54,0,0.11,N,3,0.10856832661923944
23.0,20400.0,RENT,3.0,PERSONAL,C,3125,12.61,0,0.15,N,3,0.1531787657467771
26.0,35000.0,MORTGAGE,10.0,HOMEIMPROVEMENT,B,2500,9.25,0,0.07,N,3,0.07142653067055227
21.0,15300.0,RENT,5.0,HOMEIMPROVEMENT,B,3150,10.99,1,0.21,N,4,0.2058688974576825
25.0,42000.0,RENT,2.0,EDUCATION,A,3150,5.79,0,0.07,N,4,0.07499821432823028
22.0,35000.0,MORTGAGE,6.0,EDUCATION,A,8000,5.79,0,0.23,N,4,0.22856489814576728
24.0,35000.0,OWN,2.0,VENTURE,B,3600,9.99,0,0.1,N,4,0.10285420416559526
22.0,29000.0,MORTGAGE,6.0,PERSONAL,A,12000,5.42,1,0.41,N,4,0.41377883521257885
22.0,96000.0,RENT,4.0,EDUCATION,B,3150,6.0,0,0.03,N,2,0.03281215820668535
21.0,28800.0,RENT,1.0,EDUCATION,A,3175,6.03,0,0.11,N,4,0.11023922780459011
24.0,12000.0,RENT,0.0,PERSONAL,A,3200,5.99,1,0.27,N,3,0.266644446296142
21.0,12000.0,RENT,4.0,VENTURE,B,3200,11.49,1,0.27,N,2,0.266644446296142
26.0,15000.0,RENT,8.0,MEDICAL,B,3200,12.21,1,0.21,N,2,0.21331911205919604
22.0,15600.0,RENT,5.0,VENTURE,E,3200,17.93,1,0.21,N,4,0.20511505672713287
25.0,16000.0,RENT,0.0,DEBTCONSOLIDATION,A,3200,9.32,1,0.2,N,2,0.19998750078120117
21.0,18000.0,RENT,1.0,PERSONAL,A,3200,8.49,1,0.18,N,3,0.17776790178323426
23.0,29000.0,MORTGAGE,7.0,PERSONAL,A,6000,7.88,1,0.21,N,2,0.20688941760628943
21.0,35000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,A,13650,7.51,0,0.39,N,4,0.3899888574612154
22.0,18996.0,RENT,3.0,EDUCATION,D,3200,15.28,1,0.17,Y,3,0.16844764962888878
23.0,20000.0,RENT,1.0,PERSONAL,A,3200,7.14,0,0.16,N,4,0.15999200039998
23.0,20000.0,RENT,0.0,VENTURE,E,3200,16.0,1,0.16,N,2,0.15999200039998
23.0,20800.0,RENT,4.0,EDUCATION,D,3200,14.84,0,0.15,N,2,0.15383875775203115
23.0,22000.0,RENT,2.0,MEDICAL,B,3200,12.69,0,0.15,N,4,0.14544793418480978
25.0,23040.0,RENT,0.0,DEBTCONSOLIDATION,C,3200,14.79,0,0.14,N,2,0.13888286098693634
24.0,35000.0,MORTGAGE,2.0,EDUCATION,B,8000,11.86,0,0.23,N,3,0.22856489814576728
21.0,24000.0,RENT,3.0,DEBTCONSOLIDATION,C,3200,13.57,0,0.13,N,4,0.1333277780092496
26.0,35000.0,MORTGAGE,10.0,VENTURE,A,6000,7.51,0,0.17,N,4,0.17142367360932545
24.0,25000.0,RENT,6.0,DEBTCONSOLIDATION,C,3200,13.11,1,0.13,N,4,0.1279948802047918
25.0,27600.0,RENT,2.0,VENTURE,B,3200,12.21,0,0.12,N,2,0.11593782833955292
22.0,28000.0,RENT,3.0,EDUCATION,B,3200,10.59,0,0.11,N,2,0.11428163279882861
25.0,30000.0,RENT,0.0,MEDICAL,C,3200,13.99,0,0.11,N,2,0.10666311122962568
21.0,30000.0,RENT,3.0,MEDICAL,B,3200,11.14,0,0.11,N,3,0.10666311122962568
25.0,30000.0,RENT,2.0,MEDICAL,A,3200,8.0,0,0.11,N,4,0.10666311122962568
23.0,31000.0,RENT,3.0,EDUCATION,B,3200,11.49,0,0.1,N,4,0.10322247669430018
23.0,31200.0,RENT,0.0,EDUCATION,C,3200,13.49,0,0.1,Y,4,0.1025608153584821
22.0,31200.0,RENT,1.0,VENTURE,B,3200,11.99,0,0.1,N,2,0.1025608153584821
22.0,32000.0,RENT,0.0,PERSONAL,B,3200,10.2,0,0.1,N,3,0.0999968750976532
25.0,33000.0,RENT,9.0,MEDICAL,A,3200,5.42,0,0.1,N,4,0.09696675858307324
25.0,29004.0,RENT,0.0,HOMEIMPROVEMENT,D,3200,17.49,1,0.11,Y,2,0.11032580589553526
26.0,35000.0,MORTGAGE,1.0,VENTURE,A,3000,6.76,0,0.09,N,3,0.08571183680466272
22.0,30000.0,RENT,4.0,DEBTCONSOLIDATION,D,3200,15.62,1,0.11,Y,4,0.10666311122962568
21.0,31000.0,RENT,5.0,DEBTCONSOLIDATION,B,3200,10.37,1,0.1,N,3,0.10322247669430018
22.0,37440.0,RENT,1.0,EDUCATION,C,3200,13.04,0,0.09,Y,2,0.08546780267621057
26.0,38400.0,RENT,7.0,PERSONAL,C,3200,13.49,0,0.08,N,2,0.083331163250957
25.0,33000.0,RENT,4.0,HOMEIMPROVEMENT,C,3200,12.99,1,0.1,Y,2,0.09696675858307324
24.0,41745.0,RENT,2.0,PERSONAL,A,3200,9.63,0,0.08,N,3,0.07665405068749102
22.0,42500.0,RENT,7.0,EDUCATION,A,3200,7.49,0,0.08,N,4,0.07529234606244559
26.0,43200.0,RENT,5.0,EDUCATION,C,3200,14.35,0,0.07,Y,4,0.07407235943612417
24.0,44000.0,RENT,1.0,MEDICAL,A,3200,8.0,0,0.07,N,2,0.07272561987227563
21.0,45000.0,RENT,3.0,PERSONAL,A,3200,6.54,0,0.07,N,4,0.07110953089931335
22.0,35000.0,MORTGAGE,6.0,EDUCATION,C,7500,13.92,0,0.21,N,3,0.2142795920116568
23.0,45240.0,RENT,4.0,VENTURE,A,3200,7.37,0,0.07,N,3,0.07073230034703035
26.0,29000.0,MORTGAGE,1.0,HOMEIMPROVEMENT,B,11200,11.14,1,0.39,N,4,0.38619357953174027
25.0,42000.0,RENT,3.0,MEDICAL,D,3200,15.7,1,0.08,Y,2,0.07618866217471013
23.0,49200.0,RENT,4.0,MEDICAL,C,3200,13.48,0,0.07,Y,3,0.06503932846893355
22.0,50000.0,RENT,1.0,VENTURE,A,3200,8.49,0,0.06,N,4,0.06399872002559949
22.0,51000.0,RENT,2.0,EDUCATION,B,3200,10.99,0,0.06,N,2,0.06274386776729868
23.0,35000.0,MORTGAGE,6.0,EDUCATION,B,8400,12.18,0,0.24,N,3,0.23999314305305564
24.0,54731.0,RENT,2.0,DEBTCONSOLIDATION,B,3200,11.83,0,0.06,N,2,0.058466710516699556
23.0,35000.0,MORTGAGE,7.0,EDUCATION,F,15000,18.43,0,0.43,Y,2,0.4285591840233136
23.0,35000.0,OTHER,0.0,PERSONAL,B,12800,11.83,1,0.37,N,2,0.3657038370332276
26.0,55000.0,RENT,1.0,EDUCATION,A,3200,8.49,0,0.06,N,3,0.05818076034981182
22.0,35000.0,MORTGAGE,6.0,EDUCATION,B,3500,11.48,0,0.1,N,4,0.09999714293877318
24.0,58000.0,RENT,2.0,VENTURE,C,3200,14.35,0,0.06,N,2,0.05517146256099033
22.0,60000.0,RENT,6.0,MEDICAL,B,3200,11.71,0,0.05,N,2,0.05333244445925901
22.0,54000.0,RENT,5.0,HOMEIMPROVEMENT,D,3200,16.49,1,0.06,Y,4,0.059258161885891
24.0,60000.0,RENT,3.0,DEBTCONSOLIDATION,A,3200,7.14,0,0.05,N,3,0.05333244445925901
26.0,61200.0,RENT,9.0,PERSONAL,B,3200,9.91,0,0.05,N,2,0.05228672734105652
26.0,35000.0,MORTGAGE,1.0,EDUCATION,D,5000,14.42,0,0.14,Y,2,0.14285306134110454
26.0,65000.0,RENT,5.0,DEBTCONSOLIDATION,B,3200,11.71,0,0.05,N,3,0.0492300118459716
24.0,35000.0,MORTGAGE,3.0,PERSONAL,D,13000,14.74,0,0.37,N,3,0.3714179594868718
24.0,59000.0,RENT,8.0,MEDICAL,C,3200,13.8,1,0.05,N,3,0.05423636887510381
24.0,65004.0,RENT,0.0,HOMEIMPROVEMENT,B,3200,9.99,0,0.05,N,4,0.04922698253980463
24.0,72000.0,RENT,8.0,PERSONAL,C,3200,13.92,0,0.04,N,3,0.0444438271690671
22.0,75000.0,RENT,6.0,EDUCATION,C,3200,10.28,0,0.04,N,4,0.042666097785362865
24.0,35000.0,OWN,1.0,VENTURE,E,3500,16.0,0,0.1,N,3,0.09999714293877318
26.0,35000.0,MORTGAGE,1.0,PERSONAL,B,6000,12.21,0,0.17,N,4,0.17142367360932545
25.0,78000.0,RENT,5.0,HOMEIMPROVEMENT,C,3200,12.99,0,0.04,Y,4,0.041025115062627404
24.0,83000.0,RENT,3.0,HOMEIMPROVEMENT,A,3200,6.99,0,0.04,N,3,0.038553752364429345
23.0,78000.0,RENT,3.0,EDUCATION,B,3200,10.99,1,0.04,N,3,0.041025115062627404
21.0,85000.0,RENT,5.0,PERSONAL,B,3200,10.25,0,0.04,N,4,0.03764661592216562
25.0,78000.0,RENT,2.0,HOMEIMPROVEMENT,D,3200,14.59,1,0.04,Y,3,0.041025115062627404
21.0,35000.0,MORTGAGE,1.0,MEDICAL,A,4950,7.68,0,0.14,N,4,0.14142453072769348
22.0,29000.0,OTHER,0.0,DEBTCONSOLIDATION,B,7500,10.08,1,0.26,N,4,0.2586117720078618
22.0,35000.0,MORTGAGE,6.0,PERSONAL,C,7500,11.34,0,0.21,Y,2,0.2142795920116568
21.0,12000.0,RENT,2.0,HOMEIMPROVEMENT,B,3250,9.99,1,0.27,N,2,0.2708107657695192
21.0,35000.0,MORTGAGE,2.0,VENTURE,A,800,7.37,0,0.02,N,3,0.022856489814576726
22.0,14400.0,RENT,6.0,PERSONAL,D,3250,16.29,1,0.23,N,4,0.22567877230747865
24.0,16000.0,RENT,0.0,VENTURE,B,3250,12.42,1,0.2,N,4,0.20311230548090745
22.0,17004.0,RENT,5.0,DEBTCONSOLIDATION,A,3250,6.91,1,0.19,N,2,0.19112025874742722
23.0,18000.0,RENT,1.0,VENTURE,C,3250,13.22,1,0.18,N,2,0.1805455252485973
25.0,35000.0,MORTGAGE,1.0,HOMEIMPROVEMENT,D,5400,12.17,0,0.15,N,4,0.1542813062483929
22.0,35004.0,OWN,3.0,VENTURE,A,3000,7.9,0,0.09,N,4,0.0857020425653478
22.0,20400.0,RENT,5.0,MEDICAL,C,3250,14.26,1,0.16,Y,2,0.1593059163766482
24.0,25000.0,RENT,3.0,EDUCATION,D,3250,13.67,0,0.13,N,4,0.12999480020799167
22.0,35004.0,OWN,1.0,VENTURE,B,9000,10.0,0,0.26,N,2,0.2571061276960434
26.0,28000.0,RENT,2.0,HOMEIMPROVEMENT,D,3250,14.59,1,0.12,N,4,0.1160672833113103
24.0,35004.0,MORTGAGE,5.0,EDUCATION,A,7000,5.42,0,0.2,N,3,0.19997143265247821
21.0,35004.0,OWN,5.0,VENTURE,B,1500,9.62,0,0.04,N,2,0.0428510212826739
25.0,30000.0,RENT,0.0,DEBTCONSOLIDATION,A,3250,5.42,0,0.11,N,3,0.10832972234258859
22.0,35000.0,RENT,0.0,EDUCATION,A,3250,6.54,0,0.09,N,3,0.09285448987171795
24.0,39000.0,RENT,0.0,DEBTCONSOLIDATION,A,3250,8.94,1,0.08,N,2,0.08333119663598369
21.0,35004.0,OWN,0.0,EDUCATION,D,3000,15.58,0,0.09,N,3,0.0857020425653478
21.0,29004.0,MORTGAGE,3.0,EDUCATION,E,7400,17.56,1,0.26,N,3,0.2551284261334253
24.0,35004.0,MORTGAGE,3.0,PERSONAL,A,9600,7.88,0,0.27,N,3,0.274246536209113
24.0,35004.0,OWN,8.0,DEBTCONSOLIDATION,D,8000,14.96,0,0.23,N,4,0.22853878017426082
22.0,28956.0,RENT,2.0,VENTURE,A,3300,8.49,0,0.11,N,3,0.11396208170735919
22.0,35004.0,OWN,0.0,MEDICAL,A,10000,7.51,0,0.29,N,4,0.28567347521782605
24.0,33000.0,RENT,2.0,VENTURE,C,3300,12.99,0,0.1,N,4,0.09999696978879428
26.0,33600.0,RENT,4.0,MEDICAL,D,3300,15.65,0,0.1,N,4,0.0982113627570608
21.0,35004.0,MORTGAGE,1.0,VENTURE,A,3600,8.0,0,0.1,N,2,0.10284245107841737
22.0,66000.0,RENT,0.0,VENTURE,C,3300,14.65,0,0.05,Y,2,0.049999242435720674
21.0,90000.0,RENT,2.0,VENTURE,B,3300,11.71,0,0.04,N,4,0.03666625926378596
24.0,35004.0,OTHER,6.0,MEDICAL,A,18225,9.63,1,0.52,N,3,0.5206399085844879
25.0,37000.0,RENT,2.0,VENTURE,B,3325,11.49,0,0.09,N,3,0.08986243615037431
22.0,35004.0,MORTGAGE,0.0,VENTURE,B,8400,10.39,0,0.24,N,2,0.23996571918297385
24.0,30000.0,RENT,2.0,DEBTCONSOLIDATION,C,3350,14.72,0,0.11,Y,2,0.11166294456851439
25.0,36000.0,RENT,8.0,PERSONAL,A,3350,7.9,0,0.09,N,4,0.09305297075081248
21.0,33000.0,RENT,5.0,VENTURE,C,3375,13.49,0,0.1,Y,3,0.10226962819308506
23.0,24290.0,RENT,0.0,MEDICAL,A,3400,7.51,0,0.14,N,4,0.13996953604215553
22.0,28404.0,RENT,7.0,EDUCATION,A,3400,8.94,0,0.12,N,3,0.1196972364020419
26.0,29000.0,RENT,0.0,HOMEIMPROVEMENT,D,3400,15.62,1,0.12,Y,4,0.11723733664356402
23.0,40000.0,RENT,0.0,VENTURE,A,3400,6.92,0,0.09,N,3,0.08499787505312367
23.0,51996.0,RENT,0.0,HOMEIMPROVEMENT,F,3400,17.58,1,0.07,N,4,0.06538838779160336
22.0,29280.0,MORTGAGE,0.0,EDUCATION,C,12000,11.66,1,0.41,Y,3,0.4098220689184113
23.0,35292.0,MORTGAGE,7.0,EDUCATION,A,2100,7.51,0,0.06,N,2,0.05950188422633383
23.0,80004.0,RENT,2.0,DEBTCONSOLIDATION,A,3400,8.49,0,0.04,N,3,0.04249734391600525
23.0,35352.0,MORTGAGE,4.0,EDUCATION,A,6500,5.42,0,0.18,N,2,0.18385992702175205
25.0,29360.0,MORTGAGE,5.0,PERSONAL,B,8875,12.69,1,0.3,N,3,0.3022717209904295
22.0,35360.0,MORTGAGE,6.0,EDUCATION,A,9600,5.99,0,0.27,N,4,0.27148553491134303
24.0,114750.0,RENT,1.0,MEDICAL,B,3400,12.21,1,0.03,N,4,0.029629371421599812
21.0,35360.0,MORTGAGE,2.0,EDUCATION,D,12250,15.31,0,0.35,N,4,0.34642685444416166
25.0,35360.0,MORTGAGE,9.0,MEDICAL,A,10000,8.94,0,0.28,N,2,0.28279743219931563
26.0,14000.0,RENT,8.0,HOMEIMPROVEMENT,B,3450,12.69,1,0.25,N,3,0.24641097064495393
25.0,25000.0,RENT,5.0,HOMEIMPROVEMENT,B,3450,11.99,1,0.14,N,4,0.13799448022079117
22.0,12000.0,RENT,1.0,EDUCATION,D,3500,15.65,1,0.29,Y,2,0.2916423631364053
23.0,35375.0,MORTGAGE,7.0,DEBTCONSOLIDATION,A,5600,6.76,0,0.16,N,3,0.15829941203075532
22.0,12996.0,RENT,2.0,MEDICAL,A,3500,8.59,1,0.27,N,4,0.2692929137493268
21.0,13500.0,RENT,0.0,VENTURE,B,3500,9.96,1,0.26,N,2,0.2592400562921265
21.0,15600.0,RENT,2.0,PERSONAL,D,3500,16.07,1,0.22,N,3,0.22434459329530157
21.0,29400.0,MORTGAGE,0.0,MEDICAL,B,12000,11.83,1,0.41,N,4,0.4081493826740587
26.0,29400.0,MORTGAGE,4.0,MEDICAL,A,12000,9.32,1,0.41,N,4,0.4081493826740587
22.0,18000.0,RENT,0.0,VENTURE,C,3500,13.48,1,0.19,Y,2,0.19443364257541249
21.0,18456.0,RENT,2.0,MEDICAL,C,3500,13.35,1,0.19,Y,2,0.18962995069621283
24.0,19000.0,RENT,4.0,MEDICAL,A,3500,7.88,1,0.18,N,2,0.18420083153518235
22.0,20000.0,RENT,5.0,EDUCATION,C,3500,13.11,0,0.17,N,3,0.17499125043747812
25.0,20000.0,RENT,0.0,VENTURE,C,3500,10.28,0,0.17,Y,2,0.17499125043747812
23.0,35500.0,MORTGAGE,8.0,EDUCATION,A,9000,7.49,0,0.25,N,3,0.2535139855215346
22.0,20400.0,RENT,1.0,VENTURE,A,3500,6.99,0,0.17,N,2,0.17156021763639037
22.0,35500.0,MORTGAGE,0.0,EDUCATION,C,4000,12.53,0,0.11,N,2,0.11267288245401538
23.0,35500.0,MORTGAGE,0.0,MEDICAL,C,3000,11.28,0,0.08,Y,3,0.08450466184051153
21.0,21600.0,RENT,2.0,DEBTCONSOLIDATION,A,3500,7.51,0,0.16,N,2,0.16202953566964493
22.0,22292.0,RENT,5.0,DEBTCONSOLIDATION,D,3500,16.49,1,0.16,N,3,0.15699995514286996
22.0,29554.0,MORTGAGE,4.0,DEBTCONSOLIDATION,A,5775,5.42,1,0.2,N,3,0.19539840974454406
22.0,23000.0,RENT,3.0,DEBTCONSOLIDATION,B,3500,10.37,0,0.15,N,4,0.15216729707404025
24.0,35640.0,MORTGAGE,1.0,DEBTCONSOLIDATION,C,10000,13.49,0,0.28,Y,3,0.2805757414213967
24.0,24000.0,RENT,2.0,HOMEIMPROVEMENT,D,3500,15.65,1,0.15,Y,3,0.14582725719761677
23.0,35808.0,MORTGAGE,3.0,EDUCATION,A,8700,7.51,0,0.24,N,2,0.2429556815325756
26.0,24000.0,RENT,0.0,VENTURE,B,3500,10.71,0,0.15,N,4,0.14582725719761677
22.0,24240.0,RENT,3.0,VENTURE,B,3500,9.99,0,0.14,N,3,0.14438348252959862
22.0,35900.0,MORTGAGE,6.0,PERSONAL,C,6000,15.27,0,0.17,N,3,0.16712626389237067
23.0,26000.0,RENT,0.0,DEBTCONSOLIDATION,A,3500,6.91,0,0.13,N,3,0.13461020729971923
